,CompanyName,number_of_permits_applied_for,PlanReviewAverageDays
6139,La Casa Construction Inc.,1.0,84.0
6140,AUSTIN BRITE ELECTRICAL SERVICE LLC,1.0,0.0
6141,AIR SOUTH MECHANICAL SYSTEMS INC,1.0,73.0
6142,LIFE PROTECTION SERVICES CO,1.0,0.0
6143,Samuel Deval Curry dba Sam Curry PLLC,1.0,21.0
6144,Visionary Roofing Inc,1.0,8.0
6145,D L WALKER CONSTRUCTION GROUP  INC.,1.0,0.0
6146,BELLO CONSTRUCTION LLC,1.0,62.0
6147,Country USA Inc.,1.0,4.0
6148,Herrmann Brothers Enterprises Inc.,1.0,1.0
6149,EDG PRO SERVICES LLC,1.0,1030.0
6150,Del Sol Contractors Inc.,1.0,32.0
6151,M. A. CONSTRUCTION GROUP  LLC,1.0,53.0
6152,MIAMI BREAKER INC,1.0,484.0
6153,KONSTRUCTIVA INC,1.0,55.0
6154,CMBE DEVELOPERS LLC,1.0,55.0
6155,STEPHENS ELECTRIC LLC,1.0,329.0
6156,IVAN FLOORING INC,1.0,10.0
6157,PURE AUDIO VIDEO LLC,1.0,3.0
6158,Jogovi Construction LLC,1.0,302.0
6159,B P F Contractors Inc,1.0,122.0
6160,SUNCOAST NURSERY & TIKI HUTS  INC.,1.0,48.0
6161,SCHNELL CONTRACTORS INC,1.0,36.0
6162,NANAKS LANDSCAPING INC.,1.0,34.0
6163,MCKERCHER CONSTRUCTION CORP,1.0,17.0
6164,Moon Security Systems Inc.,1.0,2.0
6165,Associated Seal & Coating Inc.,1.0,216.0
6166,MASS ROOFING & GENERAL CONSTRUCTION INC,1.0,242.0
6167,SOUTH COAST ELECTRIC OF DADE INC,1.0,82.0
6168,GENERAL CONTRACTOR CORP,1.0,336.0
6169,Grirez Tiles & Marble Inc.,1.0,1.0
6170,All Type Construction Services Inc.,1.0,154.0
6171,ORONI INC.,1.0,63.0
6172,Stanislaus Enterprises  Inc.,1.0,10.0
6173,JMS IMPACT LLC,1.0,18.0
6174,J. Duque Construction  LLC,1.0,155.0
6175,THREE NATIONS GENERAL CONSTRUCTION CORP,1.0,3.0
6176,FLOOR CONNECT INC,1.0,0.0
6177,MAPP LLC,1.0,75.0
6178,Luis Gomez Refrigeration and Air Conditioning Contractor Inc,1.0,0.0
6179,TERRA AIR  LLC,1.0,9.0
6180,Regions Facility Services Inc,1.0,22.0
6181,QUALITY STONE BY MARTILE INC.,1.0,0.0
6182,Millennium Integration Technology Corp,1.0,15.0
6183,ALARMSTEK INC,1.0,7.0
6184,FC HOME LLC,1.0,15.0
6185,PINNACLE CONSTRUCTION INC,1.0,78.0
6186,THE RELIANCE QUALITY dba RECON DEVELOPMENT,1.0,8.0
6187,IMPACT FIRE SERVICES LLC,1.0,21.0
6188,LION CONSTRUCTION  INC.,1.0,21.0
6189,CAMP AIR INC,1.0,205.0
6190,simon contracting services inc,1.0,14.0
6191,SAMPLE COMMUNICATIONS SERVICES INC,1.0,22.0
6192,YAROK BUILDERS INC,1.0,21.0
6193,ABIL CONSTRUCTION CORP,1.0,41.0
6194,RAS INVESTMENTS CORP,1.0,228.0
6195,Anamik Electric Corp,1.0,20.0
6196,JE INVESTMENT GROUP INC,1.0,1.0
6197,JJ & JD Electrical Constractor Corp.,1.0,4.0
6198,LEVEL ONE CONSTRUCTION GROUP LLC,1.0,276.0
6199,eib construction & inspection llc,1.0,6.0
6200,Anachris air conditioning & refrigeration inc,1.0,425.0
6201,Betancourt Construction Inc.,1.0,88.0
6202,Allstate Building Contractors Inc,1.0,5.0
6203,GLOBAL BUSINESS PARTNERS  INC.,1.0,38.0
6204,Fredrick Builders Inc,1.0,42.0
6205,SOUTHERN BLUE POOLS INC,1.0,80.0
6206,do not use this company is a duplicate Goro Contruction Inc,1.0,28.0
6207,Cypress Contracting and Development Corp.,1.0,124.0
6208,MICHELLO  INC.,1.0,223.0
6209,J NEWTON ENTERPRISES INC,1.0,11.0
6210,Isola Constuction Group LLC,1.0,5.0
6211,BELLA FIORE LANDSCAPING LLC,1.0,468.0
6212,RAGSDALE HEATING AND AIR INC,1.0,712.0
6213,T.E.S.S.  LLC,1.0,244.0
6214,STEVE FUTSCHER ROOFING INC.,1.0,16.0
6215,EMBRACED SOLUTIONS  INC,1.0,26.0
6216,CALISTE CONSTRUCTION  LLC,1.0,715.0
6217,ARANDA CONSTRUCTION INC,1.0,28.0
6218,NATIONAL NNL GROUP INC,1.0,131.0
6219,Planet Construction Co,1.0,5.0
6220,TG CONSTRUCTION GROUP INC,1.0,30.0
6221,NEW STYLE FENCE & GATES INC,1.0,397.0
6222,Southern Mechanical Contractors LLC,1.0,251.0
6223,MONA LISA CONSTRUCTION  INC,1.0,282.0
6224,R D Souza Inc,1.0,0.0
6225,Lotspeich CO. of Florida Inc.,1.0,12.0
6226,On Point Construction Company of Florida LLC,1.0,3.0
6227,C & I CONSTRUCTION AND DESIGN  INC,1.0,186.0
6228,EXQUISITE HOMES INC,1.0,127.0
6229,A PLUS ICE INC.,1.0,29.0
6230,AIR 4 YOU  INC.,1.0,267.0
6231,KC & INTERIORS INC,1.0,32.0
6232,ALL FLORIDA ROOFING & REPAIRS LC,1.0,10.0
6233,First Electrical Contractors LLC,1.0,203.0
6234,U S A Plumbing & Septic Inc,1.0,2.0
6235,Access Code Technology Inc. DBA Act Security,1.0,0.0
6236,MASTER PLUMBING OF SOUTH FLORIDA  INC.,1.0,326.0
6237,Zarrella Construction Inc.,1.0,14.0
6238,Express Restoration Services LLC,1.0,102.0
6239,DLJ ROOFING CONTRACTORS LLC,1.0,39.0
6240,Infinity Construction Solutions inc,1.0,1.0
6241,City Electric INC.,1.0,192.0
6242,A1 ELEVATORS  LLC,1.0,52.0
6243,LEA ELECTRICAL CONTRACTOR LLC,1.0,92.0
6244,Foundation Professionals of Florida,1.0,50.0
6245,RIBB TECH CONSTRUCTION LLC,1.0,526.0
6246,AIR ANYTIME  L.L.C.,1.0,0.0
6247,JDC A/C SERVICE & REPAIR CORP,1.0,101.0
6248,SEVERE RPMS LLC,1.0,46.0
6249,CORAD INC.,1.0,244.0
6250,BOSCH CONSTRUCTION LLC,1.0,495.0
6251,TIMBERWIND CONSTRUCTION LLC,1.0,76.0
6252,A & B WOOD FLOOR,1.0,8.0
6253,MW CONTRACTORS INC,1.0,64.0
6254,CREATIVE STONE SURFACES  INC.,1.0,69.0
6255,MAM A/C AND REFRIGERATION CO,1.0,203.0
6256,TUTELA FIRE PROTECTION  INC,1.0,33.0
6257,HAJJAR CONSTRUCTION LLC,1.0,438.0
6258,4 STAR SERVICES  INC,1.0,1445.0
6259,R & R ELECTRIC COMPANY INC.,1.0,14.0
6260,FUSS FREE EFFECTIVE ELECTRIC  LLC.,1.0,0.0
6261,AAA VALLE GARDENS CORP,1.0,262.0
6262,BEN F. BLANTON CONSTRUCTION  INC.,1.0,63.0
6263,Speed Cooling Corp,1.0,0.0
6264,ACE BUILDERS GENERAL CONTRACTORS,1.0,27.0
6265,IMPERIAL WINDOWS & DOORS  LLC,1.0,18.0
6266,ERNEST PLUMBING INC,1.0,0.0
6267,RAPID RECONSTRUCTION TEAM  LLC,1.0,189.0
6268,Dynamic Heating & Cooling  Inc.,1.0,312.0
6269,AUTOMATED DOOR & CONTRUCTION INC,1.0,47.0
6270,SOUTHERN AIR  INC,1.0,368.0
6271,EDUARDO C MIRANDA INC,1.0,928.0
6272,POWER CONSTRUCTION SERVICES LLC,1.0,0.0
6273,ROBBINS ELECTRICAL SERV.  INC,1.0,153.0
6274,Lynco Fire & Alarm Corp.,1.0,21.0
6275,YSSA Construction Management  Inc.,1.0,30.0
6276,OV ONE CONSTRUCTION INC,1.0,104.0
6277,Tier Electric of Central Florida Inc,1.0,178.0
6278,ATECH FIRE AND SECURITY  INC.,1.0,24.0
6279,East Coast Electrical Inc.,1.0,0.0
6280,PROROOF ISA LLC,1.0,10.0
6281,UPGRADE GENERAL CONTRACTORS INC,1.0,37.0
6282,MJC MARMOL & TILE CORP,1.0,0.0
6283,B CODY PLUMBING INC,1.0,116.0
6284,J.S METAL & GLASS INC.,1.0,20.0
6285,ALLEN CONSTRUCTION  INC dba ALLEN HOME BUILDING INC,1.0,39.0
6286,Ebenezer Ornamental Iron Works Inc.,1.0,35.0
6287,E MORE ELECTRIC CORPORATION,1.0,0.0
6288,BUILDING SOLUTIONS GROUP CORP,1.0,21.0
6289,PERMACAST LLC,1.0,15.0
6290,NEMES CONTRACTING LLC,1.0,25.0
6291,TROPIC ELECTRICAL CONTRACTORS LLC,1.0,6.0
6292,ABC BEST QUALITY INVESTMENT INC,1.0,303.0
6293,New Age Electric Service Inc,1.0,280.0
6294,Conlon Construction Co.,1.0,83.0
6295,GREGORY A. DIXON  CORP.,1.0,58.0
6296,GC Builders Inc.,1.0,86.0
6297,Slater Corporation,1.0,13.0
6298,AC Tropical Corp.,1.0,929.0
6299,#1 R& R ELECTRICALALLSTAR,1.0,0.0
6300,Perfect Home Solutions Inc.,1.0,899.0
6301,FHP TECTONICS CORP,1.0,101.0
6302,ABACO Construction INC.,1.0,16.0
6303,Lovermi International Inc,1.0,143.0
6304,TNA Electric LLC,1.0,215.0
6305,SRJ CONSTRUCTION CORPORATION,1.0,76.0
6306,MIAMI HOME DESIGN LLC,1.0,0.0
6307,GLOBAL PLUMBING LLC,1.0,690.0
6308,ALRALI CONSTRUCTION CORP,1.0,28.0
6309,ANROW CONSTRUCTION COMPANY,1.0,377.0
6310,RJS Contractors Inc,1.0,308.0
6311,MIDALYN DEVELOPMENT INC,1.0,0.0
6312,CMF Construction Group  INC.,1.0,39.0
6313,LUXE CONSTRUCTION GROUP LLC,1.0,300.0
6314,JJ Services Fl LLC,1.0,392.0
6315,JMJ PAINTING INC,1.0,33.0
6316,One Way Striping Inc.,1.0,79.0
6317,Master Construction Team LLC,1.0,93.0
6318,PERSPECTIVE GLASS COMPANY INC,1.0,35.0
6319,A. M. BEST ROOFING INC,1.0,6.0
6320,HABIFY DBA FLORIDA BUILDING PERFORMANCE  LLC,1.0,5.0
6321,SealTite Services Inc,1.0,11.0
6322,Aquanet LLC,1.0,8.0
6323,COSTABAHIA ENTERPRISES INC.,1.0,143.0
6324,Vogue Parquet INC,1.0,17.0
6325,FIRST FENCE INC,1.0,580.0
6326,JS CONSTRUCTION 2 LLC,1.0,0.0
6327,H.G.R GROUP LLC,1.0,148.0
6328,MULTI ELECTRIC CORP,1.0,81.0
6329,JM ROOFING OF FLORIDA LLC,1.0,5.0
6330,Igmar Enterprises LLC,1.0,269.0
6331,BRUNT & COMPANY INC,1.0,30.0
6332,SOUTH FLORIDA AUTOMATION INC,1.0,0.0
6333,ADS Plumbing LLC,1.0,112.0
6334,Garage Door Services,1.0,0.0
6335,ILLUSION POOL SERVICES INC,1.0,19.0
6336,GT CONSTRUCTION & DEVELOPMENT INC,1.0,355.0
6337,LOPEFRA CORP,1.0,108.0
6338,Renaissance Builders BST Group II,1.0,4.0
6339,CARDOS CONSTRUCTION  CORP,1.0,57.0
6340,Green Dreams Paradise Corporation,1.0,1.0
6341,Stefan Contractors Inc.,1.0,7.0
6342,DTC CONSTRUCTION CO.   LLC,1.0,160.0
6343,SOUTHERN COAST FOUNDATION SYSTEMS,1.0,91.0
6344,Ganz Plumbing Company Inc.,1.0,346.0
6345,CARE SHEET METAL & ROOFING,1.0,27.0
6346,Bauer Foundation Corp.,1.0,0.0
6347,WESTBROOKE CORP,1.0,60.0
6348,Construtek Inc.,1.0,63.0
6349,STRAIGHT FLUSH PLUMBING  LLC,1.0,133.0
6350,ALL AROUND BUILDER  INC,1.0,103.0
6351,JG Climate Control Corp,1.0,168.0
6352,PAYLESS PLUMBING,1.0,285.0
6353,LOVE AIR INC,1.0,488.0
6354,Armstrong Building Contractors Inc.,1.0,7.0
6355,C.J. FIRE PROTECTION INC.,1.0,49.0
6356,H & L GENERAL CONTRACTORS INC,1.0,106.0
6357,FIRST FLORIDA BUILDERS  LTD,1.0,61.0
6358,CALZON CONSTRUCTION INC,1.0,89.0
6359,M B BROWN CONSTRUCTION COMPANY INC,1.0,133.0
6360,O & J GROUP CORP. /DBA FENCE KINGS,1.0,11.0
6361,+MANNYS FENCE COMPANY,1.0,22.0
6362,ESKIMO 24 HOUR A/C AND REFRIGERATION  INC,1.0,821.0
6363,CREATIVE CONSTRUCTION ASSOCIATES INC,1.0,95.0
6364,TOWER BUILDERS  INC.,1.0,721.0
6365,DIVERSIFIED ROOFING SOLUTIONS INC,1.0,104.0
6366,Trophy Electric LLC,1.0,1858.0
6367,Freeland Construction Group Inc,1.0,235.0
6368,Reliable Shutters & Screens LLC,1.0,27.0
6369,PULY USA  INC dba CASAVECCHIA MARBLE & SERVICES,1.0,82.0
6370,Elite Vertical Solutions Inc.,1.0,882.0
6371,MANTUA ORNAMENTAL LLC,1.0,7.0
6372,RAMON FENCE CORP.,1.0,26.0
6373,KUSHNER ELECTRICAL SERVICES INC,1.0,227.0
6374,Precision Flooring & Decor Inc,1.0,4.0
6375,Industrial Shadeports INC,1.0,180.0
6376,ADIP ELECTRIC INC,1.0,427.0
6377,MUNYAN RESTORATION WATERPROOFING & PAINTING SERVICE  LLC,1.0,110.0
6378,PACIFIC COAST ROOFING  INC.,1.0,41.0
6379,DBSEL CONSTRUCTION COMPANY,1.0,33.0
6380,APOLLO ELECTRICAL SERVICES INC,1.0,562.0
6381,CALRENE AIR CONDITIONING INC.,1.0,458.0
6382,JORGE ENTERPRISE INC,1.0,54.0
6383,Delta Alarm Systems Inc,1.0,29.0
6384,FAHOME SERVICES OF THE USA INC,1.0,34.0
6385,Engineered Systems and Construction Inc.,1.0,11.0
6386,ARQUIDEK 3 LLC,1.0,56.0
6387,KERR ELECTRICAL TECH. DBA KERR ELECTRICAL REPAIR INC,1.0,0.0
6388,DOM BELLA PLUMBING LLC.,1.0,312.0
6389,C.L. ELIAS CONSTRUCTION  INC,1.0,378.0
6390,Banks Air Conditioning and Refrigeration INC,1.0,41.0
6391,MVM CONSTRUCTION INC,1.0,55.0
6392,ACCURACY ELECTRIC LLC,1.0,223.0
6393,Wayne Group & Services INC.,1.0,3.0
6394,DIEGUEZ MARBLE & TILE INC.,1.0,6.0
6395,OSCAR ELECTRIC CO,1.0,6.0
6396,RED & BLUE CONSTRUCTIONS  INC.,1.0,20.0
6397,U.S. STRUCTURES INC.,1.0,101.0
6398,QUALITY DOOR DESIGN CORP,1.0,1.0
6399,Redi G LLC,1.0,21.0
6400,Xtreme Power Electric,1.0,215.0
6401,ATLAS PLUMBING OF HOLLYWOOD,1.0,741.0
6402,CENTRAL FLORIDA ENVIRONMENTAL SERVICES INC,1.0,58.0
6403,JOE R JONES CONSTRUCTION INC,1.0,150.0
6404,Master Construction Management LLC,1.0,127.0
6405,MAXPRO BUILDERS INC,1.0,148.0
6406,InterAmerica Stage Inc,1.0,48.0
6407,ALBERTO ORDONEZ FLOORING LLC,1.0,0.0
6408,MIAMI POOL TECH  INC,1.0,32.0
6409,DMonte Air INC,1.0,419.0
6410,FLORIDA FOUNDATION  CORP.,1.0,0.0
6411,Storm Guard Windows & Doors,1.0,6.0
6412,Albert Tile Corp,1.0,16.0
6413,ALL CONSTRUCTION & PLUMBING INC,1.0,70.0
6414,DML Security Systems LLC,1.0,61.0
6415,Upright Electrical Services,1.0,1227.0
6416,C R A & Company Inc.,1.0,6.0
6417,DS Jordan Construction Inc.,1.0,57.0
6418,APEX AIR  INC,1.0,7.0
6419,LA ROCCA CONSTRUCTION INC,1.0,31.0
6420,DUCT DESIGN CORPORATION,1.0,115.0
6421,AIR PLUS & APPLIANCES INC,1.0,1.0
6422,AL HILL PLUMBING CORPORATION,1.0,0.0
6423,HOME TECHNICAL SERVICES INC,1.0,31.0
6424,GLOBAL CONSTRUCTION STRATEGIES INC,1.0,159.0
6425,ARP Construction Group Inc,1.0,148.0
6426,HOME ONE FLOORING CONTRACTORS CORP,1.0,16.0
6427,Visionary Property Solutions LLC,1.0,3.0
6428,J.D.K. LLC,1.0,83.0
6429,Knock on Wood Pergolas INC,1.0,29.0
6430,JR Carpet Service Flooring  INC,1.0,6.0
6431,RP ENGINEERING  INC. dba ROCK POWER MAINTENANCE,1.0,44.0
6432,LUNACON ENGINEERING GROUP CORP,1.0,20.0
6433,ZURITA CONSTRUCTION  LLC,1.0,64.0
6434,A TEAM FIRE SPRINKLERS  INC.,1.0,36.0
6435,EXXCEL PROJECT MANAGEMENT,1.0,45.0
6436,Arcines Artistic Metal Inc,1.0,47.0
6437,SYNERGY GENERAL CONTRACTORS  LLC,1.0,27.0
6438,RODAN FIRE SPRINKLERS  INC,1.0,21.0
6439,KIMMONS BUILDERS  INC,1.0,15.0
6440,L C CONSTRUCTION AND REMODELING INC,1.0,126.0
6441,TOP TEAM CONSTRUCTION INC,1.0,28.0
6442,North American Roofing Services  INC.,1.0,44.0
6443,MUNIZ GENERAL CONTRACTORS INC.,1.0,1220.0
6444,HAUS NATUR LLC,1.0,15.0
6445,TOP SHIELD ROOFING LLC,1.0,16.0
6446,ACCURATE PLUMBING SOLUTIONS   INC.,1.0,166.0
6447,JLC WORKS INC,1.0,3.0
6448,A & Y CREATIONS INC,1.0,4.0
6449,SUNCON INC,1.0,69.0
6450,Gelid Air Inc,1.0,56.0
6451,JLK CAULKING AND COATINGS COMPANY,1.0,39.0
6452,Lightning Electric INC,1.0,270.0
6453,SUPERIOR ROOFING LLC,1.0,10.0
6454,FACILITY SOLUTIONS FL INC,1.0,79.0
6455,Construction Services of Broward  Inc,1.0,78.0
6456,BG BUILDING GROUP  LLC,1.0,76.0
6457,Frankie Electric Corp.,1.0,259.0
6458,JDV CONSTRUCTION LLC,1.0,14.0
6459,KYLE PLUMBING II  INC.,1.0,446.0
6460,AIR TIME SERVICES  INC,1.0,320.0
6461,BGA & T  LLC/DBA ASTIR,1.0,167.0
6462,CCU LLC,1.0,6.0
6463,MERAKI DESIGN & CONSTRUCTION  LLC,1.0,9.0
6464,BIG WAVE ELECTRIC  INC.,1.0,181.0
6465,LEGACY CAPITAL LLC,1.0,13.0
6466,POLO INTERNATIONAL INC,1.0,140.0
6467,INNOVATE AUDIO VISUAL INC,1.0,3.0
6468,D&R ELECTRICAL CONTRACTOR LLC,1.0,136.0
6469,E PLACER . INC DBA EP SMART TECH SOLUTIONS,1.0,3.0
6470,CrossRoads Paving Solutions Inc,1.0,449.0
6471,LIMA & SON INC,1.0,806.0
6472,JRH General Services  Corp.,1.0,345.0
6473,RODRIGUEZ ALFONSO,1.0,0.0
6474,Lee Squared  Inc.,1.0,1309.0
6475,EQ QUALITY PROJECT LLC,1.0,23.0
6476,ALL TROPICAL SERVICES  LLC,1.0,8.0
6477,FLORIDA BUILD CONTRACTORS LLC,1.0,49.0
6478,Sun Star Energy  LLC,1.0,14.0
6479,CARRIERE CUSTOM PLUMBING LLC,1.0,194.0
6480,MAV LLC,1.0,9.0
6481,RDM Landscape Services Inc,1.0,0.0
6482,PROFESSIONAL LIFT SOLUTIONS LLC,1.0,17.0
6483,COOL SOLUTIONS A/C INC,1.0,138.0
6484,MR COMFORT FURNITURE CORP,1.0,194.0
6485,VAZQUEZ CONCRETE FINISH CORP,1.0,87.0
6486,Sheps Plumbing Co. Inc,1.0,96.0
6487,DUNNING ELECTRICAL SERVICES  INC.,1.0,39.0
6488,SOL ARCH INC,1.0,1063.0
6489,Riznick Construction Corporation,1.0,38.0
6490,GCL Construction Inc.,1.0,44.0
6491,CONSTRUCT LLC,1.0,104.0
6492,HERE AND NOW CONTRACTORS CO,1.0,91.0
6493,EMPIRE ENGINEERING SERVICES CORP,1.0,40.0
6494,AGM Builder Construction Inc.,1.0,2.0
6495,TRINITY TELECOM,1.0,6.0
6496,AZ ABSOLUTE COOLING INC,1.0,0.0
6497,BROWARD FACTORY SERVICE,1.0,27.0
6498,Continental Builders Inc,1.0,11.0
6499,JS WATERPROOFING  LLC,1.0,32.0
6500,JN ELECTRICAL CONTRACTORS LLC,1.0,13.0
6501,MANPOWER IRRIGATION AND SERVICES INC,1.0,76.0
6502,RTS OF BROWARD CORP dba RTS UNDERGROUND,1.0,33.0
6503,SUNFL ELECTRICAL CONTRACTOR INC,1.0,309.0
6504,E Z PLUMBING SALES & SERVICE  INC,1.0,0.0
6505,FERA PLUMBING,1.0,6.0
6506,MAHONEY CONSTRUCTION  INC.,1.0,243.0
6507,FIVE CONSTRUCTION LLC.,1.0,17.0
6508,GIANT GALSS & MIRROR  INC,1.0,83.0
6509,MIGHTY EAGLE CONSTRUCTION GROUP CORP,1.0,75.0
6510,MIAMI BUSINESS TELEPHONES  CORP.,1.0,3.0
6511,LOVELAND ELECTRIC II  LLC,1.0,644.0
6512,E.J. ELECTRICAL CORP.,1.0,1.0
6513,CHELLY INC,1.0,128.0
6514,E R HURRICANE SHUTTERS PROTECTION INC,1.0,63.0
6515,JAYSON METAL DESIGNERS USA INC.,1.0,42.0
6516,Pro Flooring Miami LLC,1.0,9.0
6517,CENTRAL AIR COMFORT  INC.,1.0,0.0
6518,Oscar & Sons Air Conditioning Air,1.0,1361.0
6519,HOLT CONSTRUCTION CORP.,1.0,83.0
6520,ANTHONY B WILSON ROOFING INC,1.0,55.0
6521,PROJECTA CONSTRUCTION LLC,1.0,7.0
6522,EASTERN CUSTOM CONSTRUCTION INC,1.0,452.0
6523,Benitez and Benitez Inc.,1.0,50.0
6524,Pro Roofing Services LLC,1.0,83.0
6525,DEVORE CAPITAL CONTRACTING CONSULTING INC,1.0,37.0
6526,OM Floors Painting and Partitions LLC,1.0,27.0
6527,D&G All Tiles Inst Corp,1.0,25.0
6528,A1 POWER CONTRACTORS INC,1.0,3.0
6529,ARIES GLASS & MIRRORS CORP,1.0,27.0
6530,J.WIRE SOLUTION INC,1.0,386.0
6531,YEREVEN EXPORT & IMPORT INC,1.0,19.0
6532,BELLA FLOORING LL,1.0,10.0
6533,HURRICANE IRRIGATION SYSTEMS  INC.,1.0,14.0
6534,I Am A/C Corporation,1.0,19.0
6535,Rybritt Inc,1.0,160.0
6536,BRIGHTSTAR CM LLC,1.0,33.0
6537,INTERCOASTAL AIR LLC,1.0,278.0
6538,Jim Glass Electric Inc.,1.0,2.0
6539,ORACLE ELECTRICAL SERVICE,1.0,276.0
6540,American Structural Corporate Inc,1.0,8.0
6541,DEPENDABLE SHUTTER SERVICE INC,1.0,12.0
6542,K & S AIR CONDITIONING & REFRIG INC,1.0,480.0
6543,SNELL AIR CONDITIONING  INC,1.0,298.0
6544,Harmack Company,1.0,103.0
6545,Interior Production Masters  Inc,1.0,155.0
6546,CAMP DEVELOPMENT CORP,1.0,75.0
6547,ORCHIDMAN LANDSCAPE ARTISANS  CORP,1.0,805.0
6548,Builders and Develpers Enterprise  Corp,1.0,190.0
6549,Sunshine Investment & Builders Inc.,1.0,4.0
6550,24 HR AIR SERVICE INC (WRONG EIN NUMBER),1.0,0.0
6551,M.J WETZEL CONSTRUCTION CORP,1.0,63.0
6552,KARLS PLUMBING,1.0,179.0
6553,BURGLAR ALARM SERVICES  INC.,1.0,14.0
6554,EZ CONSTRUCTION AND DEMOLITION INC,1.0,191.0
6555,BCAV INC DBA BANG & OLUFSEN,1.0,0.0
6556,CITY SOLUTIONS INC,1.0,180.0
6557,Miami Carpet Sunshine Corp,1.0,7.0
6558,GRB STONE AND MARBLE CORP,1.0,8.0
6559,MELVINS CABINET INSTALLATIONS  INC,1.0,33.0
6560,Sun Air Windows of Florida Inc. DBA Sun Air Windows & Installation Inc,1.0,33.0
6561,PROSAFETY FIRE AND SECURITY INC,1.0,1.0
6562,TKO Installations Inc,1.0,214.0
6563,Waterhouse Construction LLC,1.0,108.0
6564,DBTECH  INC,1.0,27.0
6565,ANCHOR GENERAL CONTRACTORS LLC,1.0,103.0
6566,P & H GROUP CORP,1.0,8.0
6567,ED STEEL FABRICATOR INC,1.0,48.0
6568,NDR CORPORATION,1.0,108.0
6569,MAINSTREAM CONSTRUCTION CORP.,1.0,134.0
6570,Morabito Construction LLC,1.0,421.0
6571,Albany Homes Construction Inc.,1.0,45.0
6572,Jerusalem Electrical Inc,1.0,0.0
6573,LATITUDE WINDOWS INC,1.0,34.0
6574,Erik Electric Inc,1.0,0.0
6575,ACC Master Craft Roofing Contractors,1.0,29.0
6576,SUPERIOR BUILDING GROUP FL  LLC,1.0,114.0
6577,FREDDYS ELECTRIC & LIGHTING CORP,1.0,1076.0
6578,JB Electrical LLC,1.0,0.0
6579,Sunny Day Electrical Contractors LLC,1.0,416.0
6580,MANUEL BACELO ELECTRICAL CONTRACTOR INC,1.0,55.0
6581,L G REFRIGERATION CONTROL LLC,1.0,1.0
6582,ASB CIVIL ENGINEERING SERVICES LLC,1.0,51.0
6583,PROPRECISION ELECTRICAL CONTRACTING LLC,1.0,0.0
6584,Sun State Mechanical Inc,1.0,26.0
6585,BLUENEST DEVELOPMENT LLC,1.0,106.0
6586,PERDOMO CONSTRUCTION & ENGINEERING LLC,1.0,85.0
6587,RELIANT ROOFING SYSTEMS  INC.,1.0,25.0
6588,SAY INVESTMENTS LLC,1.0,84.0
6589,PURSUIT ELECTRICAL INC,1.0,23.0
6590,RSD Enterprises DBA The Telephone Man,1.0,4.0
6591,COIMBRA CONTRACTOR CORP,1.0,0.0
6592,AQUA PLUMBING OF DADE INC,1.0,194.0
6593,Lenox Development,1.0,28.0
6594,M & J CONSULTING GROUP  CORP,1.0,2.0
6595,Green Construction Corp.,1.0,34.0
6596,COMMERCIAL CONTRACTORS INC,1.0,96.0
6597,MPA BUILDING INCORPORATED,1.0,10.0
6598,Segnini Services Corp,1.0,54.0
6599,Haymaker Construction LLC,1.0,122.0
6600,Green Team Plumbing LLC dba GREENTEAM SERVICE CORP,1.0,229.0
6601,A Speedy Plumbing Inc  Sam Venice DBA,1.0,261.0
6602,M&S GREENPOWER ENERGY  INC,1.0,17.0
6603,JW ROOFING CORP,1.0,12.0
6604,BLACK AND WHITE SERVICES  CORP.,1.0,96.0
6605,PLUS SERVICES INC,1.0,99.0
6606,MECHANICOOL INC,1.0,152.0
6607,High Tech Electrical Solution LLC,1.0,13.0
6608,ABSOLUTE ROOFING TECH  INC,1.0,11.0
6609,Aloha Air Conditioning Inc.,1.0,3.0
6610,Touchtel USA  LLC,1.0,4.0
6611,A&R SOLUTIONS GROUP,1.0,6.0
6612,LEIGHTON MCGINN COMPANY,1.0,135.0
6613,ApexTech Electrical & Air Conditioning Inc.,1.0,3.0
6614,OCEAN CONTRACTORS LLC.,1.0,87.0
6615,AMERICAN FENCE SHOP  LLC,1.0,15.0
6616,ALLPRO FIRE PROTECTION LLC,1.0,25.0
6617,Tompkins Construction II,1.0,13.0
6618,CELENA DUCHSCHER INC,1.0,13.0
6619,R & A DOOR SOLUTIONS INC,1.0,14.0
6620,ROBERT M. STEPHAN ELECTRICAL CONTRACTOR  L.L.C.,1.0,0.0
6621,JEHVEH PLUMBING CORP,1.0,16.0
6622,Cordoba Contractors Inc.,1.0,1.0
6623,PEGASUS CERTIFIED GENERAL CONTRACTORS CORP,1.0,0.0
6624,Affordable Remodeling Services Inc,1.0,55.0
6625,GRANA ELECTRIC  AIR CONDITIONING & PUMBING  INC.,1.0,311.0
6626,TECH FLOOR COMPANY,1.0,16.0
6627,UCC GROUP  INC,1.0,122.0
6628,E & F Builders Corp.,1.0,169.0
6629,WORRY FREE PLUMBING INC,1.0,397.0
6630,ALEX FIRE PROTECTION INC,1.0,3.0
6631,I & M Plumbing Service  INC.,1.0,32.0
6632,PAGE MECHANICAL GROUP  INC.,1.0,72.0
6633,ELIS MECHANICAL CORP.,1.0,164.0
6634,Franks Fire Protection Inc,1.0,5.0
6635,FRONTIER BUILDING CORP.,1.0,83.0
6636,Nova Building Group Inc.,1.0,355.0
